release,group,cong,vivi,p201p,e,emp,w
2017_612,ref_madre,008439,223,20130084392231104,,0.0,1164.4683470330922
2017_612,ref_madre,008477,002,20130084770021100,,1.0,829.7899086532474
2017_612,ref_madre,008477,049,20130084770491100,,1.0,829.7899086532474
2017_612,ref_madre,008477,137,20130084771371104,,0.0,829.7899086532474
2017_612,ref_madre,008489,046,20130084890461104,,0.0,2472.891013376087
2017_612,ref_madre,008489,046,20130084890461104,,0.0,2472.891013376087
2017_612,ref_madre,008495,020,20130084950201104,,0.0,2472.891013376087
2017_612,ref_madre,008495,020,20130084950201104,,0.0,2472.891013376087
2017_612,ref_madre,008495,020,20130084950201104,,0.0,2472.891013376087
2017_612,ref_madre,008495,044,20130084950441100,,1.0,2472.891013376087
2017_612,ref_madre,008507,003,20130085070031104,,0.0,1896.569723279319
2017_612,ref_madre,008507,078,20130085070781100,,0.0,1896.569723279319
2017_612,ref_madre,008530,033,20130085300331104,,1.0,1818.9175110389908
2017_612,ref_madre,008530,082,20130085300821104,,1.0,1818.9175110389908
2017_612,ref_madre,008558,074,20130085580741100,,1.0,1949.9087140106228
2017_612,ref_madre,008562,028,20130085620281100,,0.0,2542.7087166910455
2017_612,ref_madre,008617,083,20130086170831104,,0.0,3321.882166299168
2017_612,ref_madre,008617,083,20130086170831104,,1.0,3321.882166299168
2017_612,ref_madre,008617,083,20130086170831104,,0.0,3321.882166299168
2017_612,ref_madre,008617,083,20130086170831104,,0.0,3321.882166299168
2017_612,ref_madre,008617,083,20130086170831104,,0.0,3321.882166299168
2017_612,ref_madre,008617,192,20130086171921100,,1.0,3321.882166299168
2017_612,ref_madre,008635,122,20130086351221104,,0.0,2214.6544317846215
2017_612,ref_madre,008635,122,20130086351221104,,0.0,2214.6544317846215
2017_612,ref_madre,008635,122,20130086351221104,,1.0,2214.6544317846215
2017_612,ref_madre,008635,122,20130086351221104,,1.0,2214.6544317846215
2017_612,ref_madre,008667,106,20130086671061104,,1.0,3283.681317237749
2017_612,ref_madre,008667,106,20130086671061104,,0.0,3283.681317237749
2017_612,ref_madre,008667,106,20130086671061104,,0.0,3283.681317237749
2017_612,ref_madre,008668,004,20130086680041100,,0.0,3283.681317237749
2017_612,ref_madre,008668,073,20130086680731104,,0.0,3283.681317237749
2017_612,ref_madre,008668,073,20130086680731104,,0.0,3283.681317237749
2017_612,ref_madre,008668,073,20130086680731104,,0.0,3283.681317237749
2017_612,ref_madre,008668,085,20130086680851104,,0.0,3283.681317237749
2017_612,ref_madre,008668,085,20130086680851104,,0.0,3283.681317237749
2017_612,ref_madre,008675,090,20130086750901104,,0.0,3831.823708717997
2017_612,ref_madre,008675,090,20130086750901104,,0.0,3831.823708717997
2017_612,ref_madre,008675,090,20130086750901104,,1.0,3831.823708717997
2017_612,ref_madre,008691,024,20130086910241104,,0.0,3834.2137785817963
2017_612,ref_madre,008691,024,20130086910241104,,1.0,3834.2137785817963
2017_612,ref_madre,008691,042,20130086910421104,,1.0,3834.2137785817963
2017_612,ref_madre,008691,050,20130086910501104,,0.0,3834.2137785817963
2017_612,ref_madre,008691,050,20130086910501104,,1.0,3834.2137785817963
2017_612,ref_madre,008691,050,20130086910501104,,1.0,3834.2137785817963
2017_612,ref_madre,008701,083,20130087010831104,,1.0,1137.5097768449791
2017_612,ref_madre,008701,085,20130087010851104,,1.0,1137.5097768449791
2017_612,ref_madre,008701,085,20130087010851104,,1.0,1137.5097768449791
2017_612,ref_madre,008720,015,20130087200151104,,0.0,1626.6788732352913
2017_612,ref_madre,008720,015,20130087200151104,,1.0,1626.6788732352913
2017_612,ref_madre,008720,015,20130087200151104,,1.0,1626.6788732352913
2017_612,ref_madre,008720,036,20130087200361104,,1.0,1626.6788732352913
2017_612,ref_madre,008720,036,20130087200361104,,1.0,1626.6788732352913
2017_612,ref_madre,008723,037,20130087230371104,,1.0,1626.6788732352913
2017_612,ref_madre,008723,037,20130087230371104,,1.0,1626.6788732352913
2017_612,ref_madre,008723,040,20130087230401104,,1.0,1626.6788732352913
2017_612,ref_madre,008724,011,20130087240111104,,1.0,1626.6788732352913
2017_612,ref_madre,008740,040,20130087400401100,,1.0,5394.8269446567665
2017_612,ref_madre,008760,134,20130087601341104,,0.0,6575.006320878252
2017_612,ref_madre,008760,134,20130087601341104,,1.0,6575.006320878252
2017_612,ref_madre,008771,002,20130087710021104,,0.0,6921.059285135002
2017_612,ref_madre,008771,002,20130087710021104,,1.0,6921.059285135002
2017_612,ref_madre,008771,002,20130087710021104,,0.0,6921.059285135002
2017_612,ref_madre,008786,090,20130087860901104,,1.0,5394.8269446567665
2017_612,ref_madre,008786,090,20130087860901104,,0.0,5394.8269446567665
2017_612,ref_madre,008788,064,20130087880641104,,0.0,6921.059285135002
2017_612,ref_madre,008788,064,20130087880641104,,1.0,6921.059285135002
2017_612,ref_madre,008805,069,20130088050691104,,0.0,5394.8269446567665
2017_612,ref_madre,008834,048,20130088340481104,,1.0,8646.120302444966
2017_612,ref_madre,008834,148,20130088341481104,,1.0,8646.120302444966
2017_612,ref_madre,008865,047,20130088650471104,,0.0,7173.226952698034
2017_612,ref_madre,008865,047,20130088650471104,,1.0,7173.226952698034
2017_612,ref_madre,008865,082,20130088650821100,,1.0,7173.226952698034
2017_612,ref_madre,008865,106,20130088651061104,,1.0,7173.226952698034
2017_612,ref_madre,008880,074,20130088800741104,,0.0,12306.345922506496
2017_612,ref_madre,008880,074,20130088800741104,,0.0,12306.345922506496
2017_612,ref_madre,008880,117,20130088801171104,,1.0,12306.345922506496
2017_612,ref_madre,008893,015,20130088930151104,,0.0,6035.1116585979835
2017_612,ref_madre,008893,015,20130088930151104,,0.0,6035.1116585979835
2017_612,ref_madre,008893,015,20130088930151104,,1.0,6035.1116585979835
2017_612,ref_madre,008893,112,20130088931121104,,0.0,6035.1116585979835
2017_612,ref_madre,008893,112,20130088931121104,,1.0,6035.1116585979835
2017_612,ref_madre,008893,112,20130088931121104,,0.0,6035.1116585979835
2017_612,ref_madre,008913,014,20130089130141104,,1.0,3496.8006979647917
2017_612,ref_madre,008913,016,20130089130161104,,0.0,3496.8006979647917
2017_612,ref_madre,008913,016,20130089130161104,,1.0,3496.8006979647917
2017_612,ref_madre,008913,095,20130089130951104,,1.0,3496.8006979647917
2017_612,ref_madre,008913,099,20130089130991104,,1.0,3496.8006979647917
2017_612,ref_madre,008913,099,20130089130991104,,1.0,3496.8006979647917
2017_612,ref_madre,008920,072,20130089200721104,,1.0,3496.8006979647917
2017_612,ref_madre,008920,072,20130089200721104,,1.0,3496.8006979647917
2017_612,ref_madre,008920,073,20130089200731104,,1.0,3496.8006979647917
2017_612,ref_madre,008920,075,20130089200751104,,1.0,3496.8006979647917
2017_612,ref_madre,008931,005,20130089310051104,,1.0,3809.054376015799
2017_612,ref_madre,008935,009,20130089350091104,,0.0,3496.8006979647917
2017_612,ref_madre,008935,009,20130089350091104,,1.0,3496.8006979647917
2017_612,ref_madre,008935,072,20130089350721104,,0.0,3496.8006979647917
2017_612,ref_madre,008935,072,20130089350721104,,0.0,3496.8006979647917
2017_612,ref_madre,008971,019,20130089710191104,,0.0,9616.06893743442
2017_612,ref_madre,008971,019,20130089710191104,,0.0,9616.06893743442
2017_612,ref_madre,008988,048,20130089880481104,,0.0,14228.224573334097
2017_612,ref_madre,008988,048,20130089880481104,,1.0,14228.224573334097
2017_612,ref_madre,008988,068,20130089880681104,,1.0,14228.224573334097
2017_612,ref_madre,009025,064,20130090250641104,,1.0,12105.888860114572
2017_612,ref_madre,009025,064,20130090250641104,,1.0,12105.888860114572
2017_612,ref_madre,009036,011,20130090360111104,,1.0,14228.224573334097
2017_612,ref_madre,009036,024,20130090360241104,,1.0,14228.224573334097
2017_612,ref_madre,009036,024,20130090360241104,,1.0,14228.224573334097
2017_612,ref_madre,009036,024,20130090360241104,,1.0,14228.224573334097
2017_612,ref_madre,009042,025,20130090420251104,,1.0,6604.372534593656
2017_612,ref_madre,009042,025,20130090420251104,,1.0,6604.372534593656
2017_612,ref_madre,009042,025,20130090420251104,,0.0,6604.372534593656
2017_612,ref_madre,009061,014,20130090610141104,,1.0,6604.372534593656
2017_612,ref_madre,009061,014,20130090610141104,,1.0,6604.372534593656
2017_612,ref_madre,009061,014,20130090610141104,,1.0,6604.372534593656
2017_612,ref_madre,009079,001,20130090790011100,,0.0,6604.372534593656
2017_612,ref_madre,009079,025,20130090790251104,,1.0,6604.372534593656
2017_612,ref_madre,009096,059,20130090960591104,,0.0,6604.372534593656
2017_612,ref_madre,009096,059,20130090960591104,,1.0,6604.372534593656
2017_612,ref_madre,009112,010,20130091120101104,,0.0,6604.372534593656
2017_612,ref_madre,009112,010,20130091120101104,,1.0,6604.372534593656
2017_612,ref_madre,009142,081,20130091420811104,,1.0,3121.647651871855
2017_612,ref_madre,009162,070,20130091620701104,,1.0,6382.447134939583
2017_612,ref_madre,009162,122,20130091621221104,,0.0,6382.447134939583
2017_612,ref_madre,009175,079,20130091750791104,,1.0,7265.060259629558
2017_612,ref_madre,009185,056,20130091850561104,,1.0,3309.6308759114772
2017_612,ref_madre,009185,097,20130091850971104,,1.0,3309.6308759114772
2017_612,ref_madre,009185,117,20130091851171104,,0.0,3309.6308759114772
2017_612,ref_madre,009185,117,20130091851171104,,1.0,3309.6308759114772
2017_612,ref_madre,009189,050,20130091890501100,,1.0,3309.6308759114772
2017_612,ref_madre,009202,090,20130092020901104,,0.0,3309.6308759114772
2017_612,ref_madre,009202,091,20130092020911104,,1.0,3309.6308759114772
2017_612,ref_madre,009229,062,20130092290621104,,0.0,4590.527461458113
2017_612,ref_madre,009229,079,20130092290791104,,1.0,4590.527461458113
2017_612,ref_madre,009229,079,20130092290791104,,1.0,4590.527461458113
2017_612,ref_madre,009241,094,20130092410941104,,1.0,4558.6436493368565
2017_612,ref_madre,009272,003,20130092720031104,,1.0,5901.471178443729
2017_612,ref_madre,009272,003,20130092720031104,,0.0,5901.471178443729
2017_612,ref_madre,009280,058,20130092800581104,,1.0,9619.519129917071
2017_612,ref_madre,009280,109,20130092801091104,,0.0,9619.519129917071
2017_612,ref_madre,009280,109,20130092801091104,,1.0,9619.519129917071
2017_612,ref_madre,009305,029,20130093050291104,,0.0,3309.6308759114772
2017_612,ref_madre,009305,029,20130093050291104,,0.0,3309.6308759114772
2017_612,ref_madre,009305,047,20130093050471104,,0.0,3309.6308759114772
2017_612,ref_madre,009305,073,20130093050731104,,0.0,3309.6308759114772
2017_612,ref_madre,009334,019,20130093340191104,,0.0,4463.562858514698
2017_612,ref_madre,009334,019,20130093340191104,,1.0,4463.562858514698
2017_612,ref_madre,009334,047,20130093340471104,,0.0,4463.562858514698
2017_612,ref_madre,009334,047,20130093340471104,,1.0,4463.562858514698
2017_612,ref_madre,009334,047,20130093340471104,,1.0,4463.562858514698
2017_612,ref_madre,009346,039,20130093460391104,,1.0,2343.4463895281674
2017_612,ref_madre,009346,101,20130093461011100,,1.0,2343.4463895281674
2017_612,ref_madre,009394,099,20130093940991104,,0.0,4463.562858514698
2017_612,ref_madre,009394,099,20130093940991104,,0.0,4463.562858514698
2017_612,ref_madre,009394,099,20130093940991104,,1.0,4463.562858514698
2017_612,ref_madre,009394,128,20130093941281104,,1.0,4463.562858514698
2017_612,ref_madre,009394,128,20130093941281104,,1.0,4463.562858514698
2017_612,ref_madre,009408,021,20130094080211104,,0.0,7141.570478524172
2017_612,ref_madre,009408,021,20130094080211104,,0.0,7141.570478524172
2017_612,ref_madre,009408,021,20130094080211104,,0.0,7141.570478524172
2017_612,ref_madre,009414,003,20130094140031104,,1.0,749.293737319278
2017_612,ref_madre,009457,092,20130094570921100,,1.0,1904.2960911602843
2017_612,ref_madre,009475,029,20130094750291100,,1.0,2288.1559723066944
2017_612,ref_madre,009475,146,20130094751461104,,0.0,2288.1559723066944
2017_612,ref_madre,009501,056,20130095010561104,,0.0,1906.760506061316
2017_612,ref_madre,009501,056,20130095010561104,,0.0,1906.760506061316
2017_612,ref_madre,009501,056,20130095010561104,,1.0,1906.760506061316
2017_612,ref_madre,009501,056,20130095010561104,,1.0,1906.760506061316
2017_612,ref_madre,009527,076,20130095270761104,,1.0,1975.4940835484024
2017_612,ref_madre,009527,145,20130095271451104,,1.0,1975.4940835484024
2017_612,ref_madre,009527,145,20130095271451104,,0.0,1975.4940835484024
2017_612,ref_madre,009549,039,20130095490391104,,1.0,1638.330951080203
2017_612,ref_madre,009549,079,20130095490791104,,1.0,1638.330951080203
2017_612,ref_madre,009549,079,20130095490791104,,0.0,1638.330951080203
2017_612,ref_madre,009549,092,20130095490921104,,1.0,1638.330951080203
2017_612,ref_madre,009549,092,20130095490921104,,0.0,1638.330951080203
2017_612,ref_madre,009551,117,20130095511171104,,0.0,1601.2538477669796
2017_612,ref_madre,009551,117,20130095511171104,,0.0,1601.2538477669796
2017_612,ref_madre,009551,117,20130095511171104,,1.0,1601.2538477669796
2017_612,ref_madre,009561,040,20130095610401104,,1.0,1722.0254649919232
2017_612,ref_madre,009561,070,20130095610701104,,1.0,1722.0254649919232
2017_612,ref_madre,009596,075,20130095960751104,,1.0,718.0008378786882
2017_612,ref_madre,009630,056,20130096300561104,,1.0,3915.7770188919876
2017_612,ref_madre,009630,056,20130096300561104,,0.0,3915.7770188919876
2017_612,ref_madre,009630,076,20130096300761104,,1.0,3915.7770188919876
2017_612,ref_madre,009630,076,20130096300761104,,1.0,3915.7770188919876
2017_612,ref_madre,009630,178,20130096301781104,,1.0,3915.7770188919876
2017_612,ref_madre,009630,178,20130096301781104,,1.0,3915.7770188919876
2017_612,ref_madre,009635,007,20130096350071100,,1.0,3915.7770188919876
2017_612,ref_madre,009635,023,20130096350231104,,0.0,3915.7770188919876
2017_612,ref_madre,009635,023,20130096350231104,,1.0,3915.7770188919876
2017_612,ref_madre,009635,040,20130096350401100,,1.0,3915.7770188919876
2017_612,ref_madre,009635,056,20130096350561100,,1.0,3915.7770188919876
2017_612,ref_madre,009646,129,20130096461291104,,0.0,4133.52615438677
2017_612,ref_madre,009646,129,20130096461291104,,0.0,4133.52615438677
2017_612,ref_madre,009646,129,20130096461291104,,1.0,4133.52615438677
2017_612,ref_madre,009652,012,20130096520121100,,1.0,4133.52615438677
2017_612,ref_madre,009652,151,20130096521511100,,1.0,4133.52615438677
2017_612,ref_madre,009670,066,20130096700661104,,1.0,3915.7770188919876
2017_612,ref_madre,009670,115,20130096701151100,,1.0,3915.7770188919876
2017_612,ref_madre,009670,148,20130096701481100,,1.0,3915.7770188919876
2017_612,ref_madre,009676,026,20130096760261104,,1.0,3915.7770188919876
2017_612,ref_madre,009676,087,20130096760872200,,0.0,3915.7770188919876
2017_612,ref_madre,009686,057,20130096860571104,,1.0,3915.7770188919876
2017_612,ref_madre,009687,025,20130096870251104,,1.0,3915.7770188919876
2017_612,ref_madre,009687,040,20130096870401104,,0.0,3915.7770188919876
2017_612,ref_madre,009687,040,20130096870401104,,0.0,3915.7770188919876
2017_612,ref_madre,009687,040,20130096870401104,,1.0,3915.7770188919876
2017_612,ref_madre,009687,072,20130096870721104,,1.0,3915.7770188919876
2017_612,ref_madre,009713,001,20130097130011104,,0.0,807.7232404051641
2017_612,ref_madre,009713,001,20130097130011104,,0.0,807.7232404051641
2017_612,ref_madre,009713,001,20130097130011104,,1.0,807.7232404051641
2017_612,ref_madre,009731,129,20130097311291104,,1.0,1649.9589897985106
2017_612,ref_madre,009731,129,20130097311291104,,1.0,1649.9589897985106
2017_612,ref_madre,009731,129,20130097311291104,,1.0,1649.9589897985106
2017_612,ref_madre,009749,017,20130097490171104,,1.0,1649.9589897985106
2017_612,ref_madre,009749,031,20130097490311104,,1.0,1649.9589897985106
2017_612,ref_madre,009749,034,20130097490341104,,0.0,1649.9589897985106
2017_612,ref_madre,009749,034,20130097490341104,,1.0,1649.9589897985106
2017_612,ref_madre,009760,010,20130097600101104,,1.0,1649.9589897985106
2017_612,ref_madre,009760,040,20130097600401104,,1.0,1649.9589897985106
2017_612,ref_madre,009760,043,20130097600431104,,1.0,1649.9589897985106
2017_612,ref_madre,009760,043,20130097600431104,,1.0,1649.9589897985106
2017_612,ref_madre,009760,045,20130097600451104,,1.0,1649.9589897985106
2017_612,ref_madre,005006,016,20130050060161104,,1.0,2260.6148283116404
2017_612,ref_madre,005023,040,20130050230401104,,0.0,2930.5919404785895
2017_612,ref_madre,005023,040,20130050230401104,,1.0,2930.5919404785895
2017_612,ref_madre,005023,040,20130050230401104,,0.0,2930.5919404785895
2017_612,ref_madre,005023,040,20130050230401104,,0.0,2930.5919404785895
2017_612,ref_madre,005023,080,20130050230801104,,1.0,2930.5919404785895
2017_612,ref_madre,005023,080,20130050230801104,,1.0,2930.5919404785895
2017_612,ref_madre,005034,031,20130050340311104,,0.0,3850.5264266438344
2017_612,ref_madre,005034,031,20130050340311104,,1.0,3850.5264266438344
2017_612,ref_madre,005034,031,20130050340311104,,0.0,3850.5264266438344
2017_612,ref_madre,005034,031,20130050340311104,,1.0,3850.5264266438344
2017_612,ref_madre,005034,046,20130050340461104,,1.0,3850.5264266438344
2017_612,ref_madre,005034,077,20130050340771104,,1.0,3850.5264266438344
2017_612,ref_madre,005060,007,20130050600071104,,1.0,2829.502954760808
2017_612,ref_madre,005060,007,20130050600071104,,1.0,2829.502954760808
2017_612,ref_madre,005060,007,20130050600071104,,1.0,2829.502954760808
2017_612,ref_madre,005060,028,20130050600281104,,1.0,2829.502954760808
2017_612,ref_madre,005060,068,20130050600681104,,1.0,2829.502954760808
2017_612,ref_madre,005060,171,20130050601711104,,1.0,2829.502954760808
2017_612,ref_madre,005082,006,20130050820061104,,0.0,2043.4083770126574
2017_612,ref_madre,005082,006,20130050820061104,,1.0,2043.4083770126574
2017_612,ref_madre,005082,069,20130050820691104,,1.0,2043.4083770126574
2017_612,ref_madre,005112,008,20130051120081104,,0.0,2043.4083770126574
